system,ucl_id,operator_intid,operator_altid,operator_name,notes,initial_bikes,initial_size,curr_bikes,curr_size,created_dt,updated_dt,updated_dt_nonzerobikes,operator_status,operator_installflag,operator_lockflag,operator_tempflag,geometry
london,131,131,131,"Eversholt Street , Camden Town",NA,1,16,0,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 13:44:01,NA,1,0,0,"c(-0.136793, 51.533005)"
london,132,132,132,"Bethnal Green Road, Shoreditch",NA,1,22,8,38,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.074755, 51.523648)"
london,133,133,133,"Derry Street, Kensington",NA,16,18,15,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.191462, 51.501365)"
london,134,134,134,"Wapping High Street, Wapping",NA,19,20,13,20,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.06797, 51.504904)"
london,135,135,135,"Clerkenwell Green, Clerkenwell",NA,16,21,11,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.104709, 51.52326)"
london,136,136,136,"Queen Victoria Street, St. Paul's",NA,19,32,27,32,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.097442, 51.511962)"
london,137,137,137,"Bourne Street, Belgravia",NA,0,16,9,16,2010-10-08T01:00:00Z,2016-08-09T13:18:02Z,2016-08-09 13:18:02,NA,1,0,0,"c(-0.15332, 51.490875)"
london,138,138,138,"Green Street, Mayfair",NA,12,19,10,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.157437, 51.512276)"
london,139,139,139,"Lambeth Road, Vauxhall",NA,14,18,7,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.117975, 51.494881)"
london,140,140,140,"Finsbury Square , Moorgate",NA,17,33,22,33,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.085634, 51.520963)"
london,141,141,141,"Chapel Place, Marylebone",NA,15,29,17,29,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.147204, 51.515308)"
london,142,142,142,"West Cromwell Road, Earl's Court",NA,16,24,3,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.198287, 51.493725)"
london,143,143,143,"Pont Street, Knightsbridge",NA,23,24,12,24,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.161204, 51.496887)"
london,144,144,144,"Kennington Cross, Kennington",NA,6,29,21,47,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.111436, 51.48894)"
london,145,145,145,"Ilchester Place, Kensington",NA,17,24,0,0,2010-08-06T01:00:00Z,2019-09-03T13:10:02Z,2019-09-03 12:08:02,NA,1,0,0,"c(-0.202759, 51.500744)"
london,146,146,146,"Vauxhall Bridge , Pimlico",NA,10,35,0,35,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 11:44:02,NA,1,0,0,"c(-0.129362, 51.488365)"
london,147,147,147,"Portugal Street, Holborn",NA,15,16,0,0,2010-08-06T01:00:00Z,2017-09-07T08:04:02Z,2017-09-07 00:00:01,NA,1,0,0,"c(-0.116146, 51.514943)"
london,148,148,148,"Tachbrook Street, Victoria",NA,7,15,10,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.138365, 51.492111)"
london,149,149,149,"Kennington Road Post Office, Oval",NA,1,18,1,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.110683, 51.484789)"
london,150,150,150,"Holy Trinity Brompton, Knightsbridge",NA,20,28,6,28,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.168917, 51.497056)"
london,151,151,151,"Chepstow Villas, Notting Hill",NA,13,26,10,26,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.201555, 51.512137)"
london,152,152,152,"Hampton Street, Walworth",NA,19,21,8,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.101537, 51.49217)"
london,153,153,153,"Bayswater Road, Hyde Park",NA,1,27,8,27,2017-03-28T13:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.174411, 51.511933)"
london,154,154,154,"Waterloo Station 3, Waterloo",NA,7,34,10,35,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.112824, 51.503792)"
london,155,155,155,"Lexham Gardens, Kensington",NA,3,19,2,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.191934, 51.495867)"
london,156,156,156,"New Kent Road, Borough",NA,8,33,8,33,2010-08-06T01:00:00Z,2015-05-21T15:02:01Z,2015-05-21 15:02:01,NA,1,0,0,"c(-0.092921, 51.494436)"
london,157,157,157,"Wright's Lane, Kensington",NA,23,37,21,37,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.193068, 51.500398)"
london,158,158,158,"Trebovir Road, Earl's Court",NA,3,18,13,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.19617, 51.490854)"
london,159,159,159,"Great Marlborough Street, Soho",NA,25,26,38,39,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.137841, 51.51462)"
london,160,160,160,"Waterloo Place, St. James's",NA,11,20,6,20,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.131774, 51.506633)"
london,161,161,161,"Guildhouse Street, Victoria",NA,12,16,8,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.141334, 51.492346)"
london,162,162,162,"Southampton Place, Holborn",NA,4,20,18,20,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.121328, 51.517607)"
london,163,163,163,"Sloane Avenue, Knightsbridge",NA,11,30,15,27,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.167895, 51.493185)"
london,164,164,164,"Cleveland Gardens, Bayswater",NA,7,12,4,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.183119, 51.515607)"
london,165,165,165,"Orsett Terrace, Bayswater",NA,3,15,0,15,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:24:02,NA,1,0,0,"c(-0.183717, 51.517932)"
london,166,166,166,"Seville Street, Knightsbridge",NA,17,27,10,27,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.159237, 51.501855)"
london,167,167,167,"Eccleston Place, Victoria",NA,5,19,14,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.147624, 51.493951)"
london,168,168,168,"Argyll Road, Kensington",NA,9,19,3,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.195456, 51.500401)"
london,169,169,169,"Porchester Place, Paddington",NA,12,18,7,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.165164, 51.514746)"
london,170,170,170,"Hardwick Street, Clerkenwell",NA,6,30,7,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.108068, 51.527843)"
london,171,171,171,"Collingham Gardens, Earl's Court",NA,4,14,1,14,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.186754, 51.491616)"
london,172,172,172,"Sumner Place, South Kensington",NA,6,19,10,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.173716, 51.491212)"
london,173,173,173,"Waterloo Road, South Bank",NA,13,15,6,15,2015-03-24T18:12:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.113001, 51.50486)"
london,174,174,174,"Strand, Strand",NA,35,36,23,36,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.115163, 51.512529)"
london,175,0,0,"Worship Street, Shoreditch",NA,24,51,51,51,2019-04-26T11:50:04Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.079609, 51.521668)"
london,176,176,176,"Gloucester Terrace, Bayswater",NA,0,23,0,23,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:14:02,NA,1,0,0,"c(-0.188099, 51.517919)"
london,177,177,177,"Ashley Place, Victoria",NA,13,25,6,25,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.140948, 51.496161)"
london,178,178,178,"Warwick Square, Pimlico",NA,12,19,1,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.141924, 51.489856)"
london,179,0,0,"Pall Mall , St. James's",Added from csv snapshot file s8_20101008,21,24,11,24,2010-08-06T01:00:00Z,2010-10-08T01:00:00Z,2010-10-08 01:00:00,NA,1,0,0,"c(-0.136707, 51.505735)"
london,180,180,180,"North Audley Street, Mayfair",NA,9,17,11,17,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.153645, 51.512912)"
london,181,181,181,"Belgrave Square, Belgravia",NA,20,21,16,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.152318, 51.499412)"
london,182,182,182,"Bell Street , Marylebone",NA,1,18,4,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.165843, 51.522029)"
london,183001,0,0,"Milford Lane, Temple",Added from csv snapshot file s4_201108,10,18,10,18,2010-08-06T01:00:00Z,2011-11-29T17:01:06Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.112988, 51.51201)"
london,183002,183,183,"Riverlight North, Nine Elms",NA,0,24,6,24,2015-06-16T10:28:01Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.136124, 51.482362)"
london,184,184,184,"Portland Place, Marylebone",NA,13,34,12,34,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.145212, 51.520715)"
london,185,185,185,"Alderney Street, Pimlico",NA,7,14,5,14,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.140741, 51.488058)"
london,186,186,186,"South Wharf Road, Paddington",NA,4,15,0,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:24:03,NA,1,0,0,"c(-0.175811, 51.517336)"
london,187,187,187,"Queen's Gate (South), South Kensington",NA,14,25,2,25,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.178433, 51.49248)"
london,188,188,188,"Nutford Place, Marylebone",NA,14,18,0,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:06:02,NA,1,0,0,"c(-0.164394, 51.516518)"
london,189,189,189,"Claremont Square, Angel",NA,3,18,0,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:56:02,NA,1,0,0,"c(-0.109915, 51.531667)"
london,190,190,190,"Rampayne Street, Pimlico",NA,13,21,1,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.132846, 51.489976)"
london,191,191,191,"Hyde Park Corner, Hyde Park",NA,21,24,15,36,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.153521, 51.503118)"
london,192,192,192,"Wardour Street, Soho",NA,16,16,16,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.133202, 51.512515)"
london,193,193,193,"Bankside Mix, Bankside",NA,33,33,50,60,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.100186, 51.505818)"
london,194,194,194,"Hop Exchange, The Borough",NA,18,36,10,56,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.091774, 51.504628)"
london,195,195,195,"Milroy Walk, South Bank",NA,3,30,0,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:12:02,NA,1,0,0,"c(-0.106238, 51.507244)"
london,196,196,196,"Union Street, The Borough",NA,13,17,14,17,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.098498, 51.503688)"
london,197,197,197,"Stamford Street, South Bank",NA,11,27,9,27,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.111607, 51.505569)"
london,199,199,199,"Great Tower Street, Monument",NA,20,24,17,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.08299, 51.510485)"
london,200,200,200,"LMU Commercial Road, Whitechapel",NA,9,14,2,14,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.066078, 51.514925)"
london,201,201,201,"Dorset Square, Marylebone",NA,1,16,2,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.161113, 51.522597)"
london,202,202,202,"Leman Street, Aldgate",NA,5,16,8,37,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.069542, 51.512364)"
london,203,203,203,"West Smithfield Rotunda, Farringdon",NA,14,25,11,15,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.100791, 51.518219)"
london,204,204,204,"Margery Street, Clerkenwell",NA,10,19,9,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.112433, 51.5266)"
london,205,205,205,"New Road  2, Whitechapel",NA,27,36,0,0,2010-08-06T01:00:00Z,2015-07-07T08:22:01Z,2015-07-07 08:22:01,NA,1,0,0,"c(-0.06275, 51.518144)"
london,206,206,206,"New Road 1 , Whitechapel",NA,30,37,1,36,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.062697, 51.518154)"
london,207,207,207,"Grosvenor Crescent, Belgravia",NA,5,18,8,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.153195, 51.501353)"
london,208,208,208,"Mallory Street, Marylebone",NA,7,20,5,20,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.166304, 51.525052)"
london,209,209,209,"Denyer Street, Knightsbridge",NA,5,30,9,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.165101, 51.493584)"
london,210,210,210,"Hinde Street, Marylebone",NA,21,21,15,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.151926, 51.516814)"
london,211,211,211,"Cadogan Place, Knightsbridge",NA,25,34,9,34,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.158106, 51.494645)"
london,212,212,212,"Campden Hill Road, Notting Hill",NA,1,17,1,17,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.199004, 51.506585)"
london,213,213,213,"Wellington Arch, Hyde Park",NA,29,36,27,36,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.149569, 51.50274)"
london,214,214,214,"Endsleigh Gardens, Euston",NA,8,32,11,32,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.130504, 51.526838)"
london,215,215,215,"Moorfields, Moorgate",NA,16,26,36,54,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.088285, 51.519069)"
london,216,216,216,"Old Brompton Road, South Kensington",NA,10,16,9,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.181191, 51.490946)"
london,217,217,217,"Wormwood Street, Liverpool Street",NA,8,16,10,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.082422, 51.516155)"
london,218,218,218,"St. Luke's Church, Chelsea",NA,11,20,16,20,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.170194, 51.489717)"
london,219,219,219,"Bramham Gardens, Earl's Court",NA,4,14,16,29,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.190394, 51.490164)"
london,220,220,220,"Chelsea Green, Chelsea",NA,14,27,5,27,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.166485, 51.490665)"
london,221,221,221,"Horseferry Road, Westminster",NA,9,16,11,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.130459, 51.494816)"
london,222,222,222,"Knightsbridge, Hyde Park",NA,20,43,40,43,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.15535, 51.502757)"
london,223,223,223,"Rodney Road , Walworth",NA,4,24,0,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:40:02,NA,1,0,0,"c(-0.090221, 51.491485)"
london,224,224,224,"Whiteley's, Bayswater",NA,6,16,0,0,2010-08-06T01:00:00Z,2018-12-09T22:02:03Z,2018-12-09 19:12:03,NA,1,0,0,"c(-0.18813, 51.51477)"
london,225,225,225,"Notting Hill Gate Station, Notting Hill",NA,1,30,15,30,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.196422, 51.509353)"
london,226,226,226,"Charles II Street, West End",NA,18,24,9,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.131961, 51.508446)"
london,227,227,227,"Great Percy Street, Clerkenwell",NA,3,23,2,23,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.115481, 51.528916)"
london,228,228,228,"St. James's Square, St. James's",NA,35,40,7,40,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.134621, 51.507425)"
london,229,229,229,"Whitehall Place, Strand",NA,30,46,19,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.12318, 51.506543)"
london,230,230,230,"Poured Lines, Bankside",NA,14,31,6,31,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.103137, 51.506693)"
london,231,231,231,"Queen's Gate (Central), South Kensington",NA,24,31,5,31,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.178732, 51.493968)"
london,232,232,232,"Carey Street, Holborn",NA,10,16,8,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.112753, 51.51501)"
london,233,233,233,"Pall Mall East, West End",NA,14,22,0,0,2010-08-06T01:00:00Z,2019-08-11T21:10:02Z,2019-08-11 19:56:02,NA,1,0,0,"c(-0.1307, 51.50777)"
london,234,234,234,"Liverpool Road (N1 Centre), Angel",NA,8,24,0,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:22:03,NA,1,0,0,"c(-0.106993, 51.534504)"
london,235,235,235,"Kennington Road  , Vauxhall",NA,11,36,1,36,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.110889, 51.495718)"
london,236,236,236,"Fashion Street, Whitechapel",NA,15,30,11,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.073439, 51.51838)"
london,237,237,237,"Dock Street, Wapping",NA,0,0,25,30,2016-06-22T09:28:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.068162, 51.509786)"
london,238,238,238,"Frampton Street, Paddington",NA,22,32,3,32,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.175116, 51.523353)"
london,239,239,239,"Warren Street Station, Euston",NA,1,26,6,26,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.138019, 51.524438)"
london,240,240,240,"Colombo Street, Southwark",NA,8,15,2,14,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.105692, 51.505459)"
london,241,0,0,"Eaton Gate, Belgravia",Added from csv snapshot file s4_201108,12,17,9,17,2010-08-06T01:00:00Z,2011-08-16T12:12:53Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.154606, 51.494165)"
london,242,242,242,"Beaumont Street, Marylebone",NA,19,23,5,23,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.151359, 51.522008)"
london,243,243,243,"Gloucester Street, Pimlico",NA,16,25,2,25,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.139625, 51.490963)"
london,244,244,244,"Earnshaw Street , Covent Garden",NA,14,18,6,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.128585, 51.516119)"
london,245,245,245,"Grosvenor Road, Pimlico",NA,22,29,7,29,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.142207, 51.485357)"
london,246,246,246,"Berry Street, Clerkenwell",NA,30,41,21,41,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.099994, 51.522853)"
london,247,0,0,"St. John's Wood Church, The Regent's Park",NA,0,50,5,50,2019-07-08T09:56:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.167914, 51.529678)"
london,248,248,248,"Triangle Car Park, Hyde Park",NA,24,27,18,27,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.17028, 51.506452)"
london,249,249,249,"Harper Road, Borough",NA,13,42,28,42,2010-08-06T01:00:00Z,2015-05-21T15:02:01Z,2015-05-21 15:02:01,NA,1,0,0,"c(-0.096191, 51.498598)"
london,250,250,250,"Royal Avenue 1, Chelsea",NA,6,10,1,10,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.162727, 51.489932)"
london,251,251,251,"Brushfield Street, Liverpool Street",NA,20,22,12,34,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.079249, 51.518908)"
london,252,252,252,"Jubilee Gardens, South Bank",NA,17,30,3,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.116542, 51.504636)"
london,253,253,253,"Shoreditch Park, Hoxton",NA,5,30,4,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.08638, 51.534043)"
london,254,254,254,"Chadwell Street, Angel",NA,6,18,3,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.106408, 51.530516)"
london,255,255,255,"Clifton Road, Maida Vale",NA,6,22,9,22,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.179593, 51.525575)"
london,256,256,256,"Houghton Street, Strand",NA,14,15,8,15,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.116764, 51.513621)"
london,257,257,257,"Westminster University, Marylebone",NA,5,16,0,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:30:04,NA,1,0,0,"c(-0.154907, 51.522482)"
london,258,258,258,"Kensington Gore, Knightsbridge",NA,22,23,12,23,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.178657, 51.501433)"
london,259002,0,0,"Bourne Street, Belgravia",NA,16,16,5,16,2019-03-04T10:38:03Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.153233, 51.490959)"
london,259001,259,259,"Embankment (Horse Guards), Westminster",NA,23,28,0,0,2011-06-29T15:40:02Z,2015-06-29T12:08:02Z,2015-06-29 12:08:02,NA,1,0,0,"c(-0.123248, 51.504946)"
london,260,260,260,"Broadwick Street, Soho",NA,18,18,17,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.135581, 51.513685)"
london,261,261,261,"Princes Square, Bayswater",NA,2,16,4,15,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.191351, 51.513489)"
london,262,0,0,"LSBU (Borough Road), Elephant & Castle",Added from csv snapshot file s5_20110201,29,35,8,35,2010-08-06T01:00:00Z,2011-06-29T15:40:02Z,2011-02-01 00:00:00,NA,1,0,0,"c(-0.103133, 51.498745)"
london,263,263,263,"St. Mary Axe, Aldgate",NA,12,21,19,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.08066, 51.514225)"
