system,ucl_id,operator_intid,operator_altid,operator_name,notes,initial_bikes,initial_size,curr_bikes,curr_size,created_dt,updated_dt,updated_dt_nonzerobikes,operator_status,operator_installflag,operator_lockflag,operator_tempflag,geometry
london,264,264,264,"Tysoe Street, Clerkenwell",NA,19,20,4,20,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.109257, 51.526443)"
london,265,265,265,"Southwick Street, Paddington",NA,4,17,0,17,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:38:04,NA,1,0,0,"c(-0.169249, 51.515953)"
london,266,266,266,"Queen's Gate (North), Kensington",NA,14,19,14,41,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.180246, 51.501027)"
london,267,267,267,"Regency Street, Westminster",NA,19,22,7,22,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.132225, 51.49206)"
london,268,268,268,"Belgrave Road, Victoria",NA,20,29,6,29,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.144133, 51.493204)"
london,269,269,269,"Empire Square, The Borough",NA,18,46,19,46,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.089741, 51.500823)"
london,270,270,270,"Kennington Lane Rail Bridge, Vauxhall",NA,2,19,3,31,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.122492, 51.486343)"
london,271,0,0,London Zoo,Added from csv snapshot file s4_201108,1,32,2,32,2011-02-01T00:00:00Z,2011-11-29T17:01:06Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.156285, 51.535836)"
london,272,272,272,"Baylis Road, Waterloo",NA,2,18,12,22,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.110699, 51.501445)"
london,273,273,273,"Belvedere Road 1, South Bank",NA,19,38,7,38,2016-12-19T19:36:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.114686, 51.506133)"
london,274,274,274,"Warwick Road, Olympia",NA,5,36,6,36,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.205284, 51.496712)"
london,275,275,275,"Barbican Centre, Barbican",NA,13,19,15,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.092176, 51.520045)"
london,276,276,276,"Lower Thames Street, Monument",NA,10,24,21,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.084985, 51.509302)"
london,277,277,277,"Kensington Church Street, Kensington",NA,5,17,16,17,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.191496, 51.503157)"
london,278,278,278,"Tooley Street, Bermondsey",NA,3,17,13,17,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.079621, 51.503494)"
london,279,0,0,"Noorth Wharf Road, Paddington",NA,15,25,15,25,2019-05-03T01:24:18Z,2019-05-03T01:24:18Z,2019-05-03 01:24:18,NA,1,0,0,"c(-0.176646, 51.518622)"
london,280,280,280,"Royal Avenue 2, Chelsea",NA,2,10,2,10,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.162418, 51.490083)"
london,281,281,281,"Smith Square, Westminster",NA,11,18,17,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.127575, 51.495806)"
london,282,282,282,"Royal London Hospital, Whitechapel",NA,4,17,0,42,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:52:03,NA,1,0,0,"c(-0.059642, 51.519064)"
london,283,283,283,"Kingsway, Covent Garden",NA,11,16,5,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.118479, 51.514409)"
london,284,0,0,"Lambeth Noorth Station, Waterloo",NA,20,20,20,20,2019-06-26T13:06:24Z,2019-06-26T13:06:24Z,2019-06-26 13:06:24,NA,1,0,0,"c(-0.112031, 51.499141)"
london,285,0,0,"Royal Mews, Victoria",Added from csv snapshot file s4_201108,1,26,14,26,2010-08-06T01:00:00Z,2011-11-29T17:01:06Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.143822, 51.497966)"
london,286,286,286,"St. John's Wood Road, St. John's Wood",NA,26,35,16,35,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.174654, 51.527295)"
london,287,287,287,"Bedford Way, Bloomsbury",NA,9,23,1,23,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.128378, 51.523673)"
london,288,288,288,"Elizabeth Bridge, Victoria",NA,24,34,7,34,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.147479, 51.49237)"
london,289,289,289,"South Audley Street, Mayfair",NA,10,15,5,15,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.151296, 51.50923)"
london,290,290,290,"Winsland Street, Paddington",NA,2,15,0,0,2010-08-06T01:00:00Z,2019-08-16T09:08:02Z,2019-08-16 07:58:02,NA,1,0,0,"c(-0.175489, 51.51678)"
london,291,291,291,"Claverton Street, Pimlico",NA,7,32,0,32,2010-08-06T01:00:00Z,2019-08-16T16:58:02Z,2019-08-16 16:28:03,NA,1,0,0,"c(-0.138089, 51.48484)"
london,292,292,292,"Montpelier Street, Knightsbridge",NA,11,16,13,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.165472, 51.498884)"
london,293,293,293,"Kensington Olympia Station, Olympia",NA,11,25,3,25,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.209494, 51.498158)"
london,294,294,294,"St. George's Square, Pimlico",NA,8,16,0,16,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:22:03,NA,1,0,0,"c(-0.135636, 51.488226)"
london,295,295,295,"Swan Street, The Borough",NA,7,27,0,27,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:56:03,NA,1,0,0,"c(-0.092763, 51.500296)"
london,296,296,296,"Knaresborough Place, Earl's Court",NA,17,18,0,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:10:02,NA,1,0,0,"c(-0.190603, 51.493632)"
london,297,0,0,"Geraldine Street, Elephant & Castle",Added from csv snapshot file s5_20110201,7,17,9,17,2010-08-06T01:00:00Z,2011-06-29T15:40:02Z,NULL,NA,1,0,0,"c(-0.106001, 51.496128)"
london,298,298,298,"Curlew Street, Shad Thames",NA,4,21,15,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.074189, 51.50228)"
london,299,299,299,"Vincent Square, Westminster",NA,16,19,2,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.136929, 51.493985)"
london,300,300,300,"Serpentine Car Park, Hyde Park",NA,1,18,16,18,2018-06-18T12:28:03Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.17306, 51.505014)"
london,301,301,301,"Marylebone Lane, Marylebone",NA,17,24,13,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.148105, 51.51476)"
london,302001,0,0,"Fore Street Avenue, Guildhall",Added from csv snapshot file s4_201108,23,26,13,26,2010-08-06T01:00:00Z,2011-11-29T17:01:06Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.090425, 51.51792)"
london,302002,302,302,"Putney Pier, Wandsworth",NA,0,28,18,28,2015-04-10T12:26:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.216573, 51.466907)"
london,303,303,303,"Albert Gate, Hyde Park",NA,11,28,15,34,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.158456, 51.502954)"
london,304,304,304,"Cumberland Gate, Hyde Park",NA,13,20,1,20,2010-08-06T01:00:00Z,2016-08-09T13:18:02Z,2016-08-09 13:18:02,NA,1,0,0,"c(-0.162098, 51.512119)"
london,305,305,305,"Kennington Lane Tesco, Vauxhall",NA,10,14,0,15,2010-08-06T01:00:00Z,2019-07-01T21:42:03Z,2019-07-01 20:20:04,NA,1,0,0,"c(-0.115854, 51.48678)"
london,306,306,306,"Rathbone Street, Fitzrovia",NA,15,16,7,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.135026, 51.518163)"
london,307,307,307,"Black Lion Gate, Kensington Gardens",NA,7,24,0,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:20:03,NA,1,0,0,"c(-0.187843, 51.509908)"
london,308,308,308,"Long Lane , Bermondsey",NA,2,20,4,20,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.085666, 51.499076)"
london,309,309,309,"Embankment (Savoy), Strand",NA,39,42,4,41,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.119048, 51.509631)"
london,310,310,310,"Black Prince Road, Vauxhall",NA,6,19,9,19,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.116912, 51.490868)"
london,311,311,311,"Foley Street, Fitzrovia",NA,19,24,14,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.140486, 51.519181)"
london,312,312,312,"Grove End Road, St. John's Wood",NA,7,20,2,20,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.176771, 51.530889)"
london,313,313,313,"Wells Street, Fitzrovia",NA,29,38,32,38,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.138073, 51.517344)"
london,314,314,314,"Tyers Gate, Bermondsey",NA,21,36,24,36,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.083159, 51.500889)"
london,315,315,315,"The Tennis Courts, Regent's Park",NA,12,16,8,16,2010-08-06T01:00:00Z,2015-05-21T14:38:01Z,2015-05-21 14:38:01,NA,1,0,0,"c(-0.153464, 51.525367)"
london,316,316,316,"Cardinal Place, Victoria",NA,23,24,12,24,2011-08-16T12:12:53Z,2016-08-09T13:18:02Z,2016-08-09 13:18:02,NA,1,0,0,"c(-0.141944, 51.497684)"
london,317,317,317,"Dickens Square, Borough",NA,9,32,4,32,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.093913, 51.496791)"
london,318,318,318,"Sackville Street, Mayfair",NA,7,18,16,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.138846, 51.510048)"
london,319,319,319,"Baldwin Street, St. Luke's",NA,11,21,15,21,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.088543, 51.527026)"
london,320,320,320,"Queen Mother Sports Centre, Victoria",NA,17,26,1,26,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.139956, 51.493574)"
london,321,321,321,"Bermondsey Street, Bermondsey",NA,6,18,4,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.081608, 51.497856)"
london,322,322,322,"Palissy Street, Shoreditch",NA,0,26,10,26,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.073955, 51.526293)"
london,323,323,323,"Clifton Street, Shoreditch",NA,18,22,16,24,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.083067, 51.523196)"
london,324,0,0,"Ontario Street, Elephant & Castle",Added from csv snapshot file s5_20110201,8,15,4,15,2010-08-06T01:00:00Z,2011-06-29T15:40:02Z,2011-02-01 00:00:00,NA,1,0,0,"c(-0.101384, 51.49652)"
london,325,325,325,"St. Martin's Street, West End",NA,5,18,13,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.129698, 51.509087)"
london,326,326,326,"Graham Street, Angel",NA,4,26,4,26,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.099981, 51.532662)"
london,327,327,327,"New North Road 1, Hoxton",NA,12,22,10,22,2015-09-24T10:38:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.085603, 51.53095)"
london,328,328,328,"New North Road 2, Hoxton",NA,13,22,1,22,2015-09-24T10:38:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.086016, 51.53114)"
london,329,329,329,"Prince Albert Road, Regent's Park",NA,4,24,7,24,2010-10-08T01:00:00Z,2015-05-21T14:40:07Z,2015-05-21 14:40:07,NA,1,0,0,"c(-0.160854, 51.535893)"
london,330,330,330,"Eastbourne Mews, Paddington",NA,23,34,0,34,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:24:02,NA,1,0,0,"c(-0.179135, 51.516417)"
london,331,331,331,"Bunhill Row, Moorgate",NA,20,30,27,30,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.089888, 51.520859)"
london,332,332,332,"Nevern Place, Earl's Court",NA,5,20,10,20,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.194758, 51.493343)"
london,333,333,333,"Palace Gardens Terrace, Notting Hill",NA,1,22,19,37,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.193764, 51.508605)"
london,334,334,334,"Concert Hall Approach 1, South Bank",NA,10,10,0,10,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 13:54:02,NA,1,0,0,"c(-0.115851, 51.505044)"
london,335,335,335,"Tavistock Street, Covent Garden",NA,30,33,13,33,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.120719, 51.511968)"
london,336,336,336,"Concert Hall Approach 2, South Bank",NA,9,18,2,18,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.115533, 51.504942)"
london,337,0,0,"Pembridge Road, Notting Hill",Added from csv snapshot file s4_201108,6,16,10,16,2010-08-06T01:00:00Z,2011-08-16T12:12:53Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.197525, 51.511085)"
london,338,338,338,"Wellington Street , Strand",NA,15,15,17,24,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.119643, 51.511756)"
london,339,339,339,"Risinghill Street, Angel",NA,4,25,0,25,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 14:28:02,NA,1,0,0,"c(-0.111781, 51.53332)"
london,340,340,340,"Bank of England Museum, Bank",NA,11,16,9,16,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.087587, 51.514441)"
london,341,341,341,"Craven Street, Strand",NA,1,23,14,23,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.126021, 51.508103)"
london,343,0,0,"Gloucester Slips Car Park, Regent's Park",Added from csv snapshot file s4_201108,8,36,3,36,2010-10-08T01:00:00Z,2011-11-29T17:01:06Z,2011-08-16 12:12:53,NA,1,0,0,"c(-0.150181, 51.536922)"
london,344,344,344,"Goswell Road (City Uni), Finsbury",NA,6,17,9,17,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.101026, 51.528246)"
london,345,345,345,"Flood Street, Chelsea",NA,2,18,10,33,2010-08-06T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.166879, 51.488024)"
london,347,347,347,"Lower Marsh, Waterloo",NA,3,17,6,17,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.113936, 51.500139)"
london,348,348,348,"Grosvenor Square, Mayfair",NA,12,17,4,17,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.150481, 51.51217)"
london,349,349,349,"St. George Street, Mayfair",NA,16,18,16,18,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.142783, 51.51196)"
london,350,350,350,"Queen's Gate, Kensington Gardens",NA,20,21,7,21,2010-10-08T01:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.179854, 51.501715)"
london,351,351,351,"Macclesfield Rd, St Lukes",NA,7,28,0,28,2011-02-01T00:00:00Z,2019-09-04T15:26:02Z,2019-09-03 13:26:03,NA,1,0,0,"c(-0.097122, 51.529423)"
london,352,352,352,"Vauxhall Street, Vauxhall",NA,4,19,9,19,2013-07-09T11:26:09Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.116625, 51.486965)"
london,353,353,353,"Greycoat Street , Westminster",NA,3,17,1,17,2011-02-01T00:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.134234, 51.494591)"
london,354,354,354,"Northumberland Avenue, Strand",NA,24,37,29,37,2011-02-01T00:00:00Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.123702, 51.506767)"
london,355,355,355,"Oval Way, Lambeth",NA,18,21,15,21,2011-02-01T00:00:00Z,2015-05-21T15:04:01Z,2015-05-21 15:04:01,NA,1,0,0,"c(-0.117286, 51.486575)"
london,356,356,356,"South Kensington Station, South Kensington",NA,5,14,15,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.173881, 51.494412)"
london,357,357,357,"Howland Street, Fitzrovia",NA,23,26,20,30,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.139016, 51.520994)"
london,358,358,358,"High Holborn , Covent Garden",NA,14,20,17,20,2016-12-19T19:36:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.124826, 51.516226)"
london,359,359,359,"Butler Place, Westminster",NA,5,16,11,18,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.135441, 51.49783)"
london,360,360,360,"Howick Place, Westminster",NA,22,27,22,27,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.138734, 51.496753)"
london,361,361,361,"Waterloo Station 2, Waterloo",NA,0,55,1,55,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.113426, 51.50392)"
london,362,362,362,"Royal College Street, Camden Town",NA,14,57,23,57,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.133952, 51.536264)"
london,363,363,363,"Lord's, St. John's Wood",NA,0,24,14,24,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.171185, 51.529121)"
london,364,364,364,"Alfred Place, Bloomsbury",NA,21,41,28,41,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.132339, 51.519656)"
london,365,365,365,"City Road, Angel",NA,20,47,7,47,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.100168, 51.530344)"
london,366,366,366,"Millennium Hotel, Mayfair",NA,23,26,13,27,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.151126, 51.510919)"
london,367,367,367,"Harrowby Street, Marylebone",NA,0,15,1,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.164208, 51.517372)"
london,368,368,368,"Harriet Street, Knightsbridge",NA,23,26,9,25,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.159341, 51.500242)"
london,369,0,0,"Victoria Embankment, Temple",Added from csv snapshot file s2_201402,14,19,8,20,2011-06-29T15:40:02Z,2014-02-19T18:15:01Z,2014-02-19 18:15:01,NA,1,0,0,"c(-0.107481, 51.511156)"
london,370,370,370,"Paddington Green, Paddington",NA,1,20,2,20,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.174593, 51.520205)"
london,371,371,371,"King Edward Walk, Waterloo",NA,13,21,2,22,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.10988, 51.49775)"
london,372,372,372,"Sardinia Street, Holborn",NA,22,23,13,24,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.117863, 51.515208)"
london,373,373,373,"Prince Consort Road, Knightsbridge",NA,16,18,12,18,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.176416, 51.499807)"
london,374,374,374,"Waterloo Station 1, Waterloo",NA,2,36,9,36,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.113864, 51.504028)"
london,375,375,375,"Kensington Town Hall, Kensington",NA,3,15,1,18,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.194393, 51.501946)"
london,376,376,376,"Millbank House, Pimlico",NA,20,24,17,24,2013-07-09T11:26:09Z,2015-05-21T14:36:01Z,2015-05-21 14:36:01,NA,1,0,0,"c(-0.125675, 51.491884)"
london,377,377,377,"Waterloo Bridge, South Bank",NA,1,15,14,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.113657, 51.505354)"
london,378,378,378,"Natural History Museum, South Kensington",NA,23,42,30,42,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.179078, 51.495593)"
london,379,379,379,"Turquoise Island, Notting Hill",NA,1,21,1,21,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.200838, 51.514312)"
london,380,380,380,"Stanhope Gate, Mayfair",NA,18,21,9,21,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.150667, 51.506864)"
london,381,381,381,"Charlotte Street, Fitzrovia",NA,13,14,12,14,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.135777, 51.51953)"
london,382,382,382,"Farm Street, Mayfair",NA,10,15,9,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.14745, 51.509352)"
london,383,383,383,"Frith Street, Soho",NA,17,18,17,18,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.131214, 51.513103)"
london,384,384,384,"Marloes Road, Kensington",NA,7,15,2,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.192404, 51.496481)"
london,386,386,386,"Moor Street, Soho",NA,12,15,14,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.130111, 51.513528)"
london,387,387,387,"Fire Brigade Pier, Vauxhall",NA,21,30,2,30,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.121394, 51.4937)"
london,388,388,388,"Southampton Street, Strand",NA,12,14,6,14,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.121724, 51.510702)"
london,389,389,389,"Upper Grosvenor Street, Mayfair",NA,15,18,7,18,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.155758, 51.510131)"
london,390,0,0,"Buxton Street 1, Bangla Town",Added from csv snapshot file s2_201402,14,41,18,41,2011-06-29T15:40:02Z,2014-02-19T18:15:01Z,2014-02-19 18:15:01,NA,1,0,0,"c(-0.068856, 51.521776)"
london,391,391,391,"Clifford Street, Mayfair",NA,15,26,0,0,2011-06-29T15:40:02Z,2017-04-17T23:32:02Z,2017-04-17 18:24:02,NA,1,0,0,"c(-0.142346, 51.510662)"
london,392,392,392,"Imperial College, Knightsbridge",NA,13,18,14,21,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.179702, 51.499429)"
london,393,393,393,"Snow Hill, Farringdon",NA,6,15,7,15,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.103604, 51.517334)"
london,394,394,394,"Aberdeen Place, St. John's Wood",NA,0,17,10,18,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.176268, 51.524826)"
london,395,395,395,"Cadogan Gardens, Chelsea",NA,12,15,4,15,2015-05-21T15:38:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.159919, 51.492462)"
london,396,396,396,"Shouldham Street, Marylebone",NA,1,16,2,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.163609, 51.51809)"
london,397,397,397,"Devonshire Terrace, Bayswater",NA,1,16,5,16,2011-06-29T15:40:02Z,2019-09-04T15:26:02Z,2019-09-04 15:26:02,NA,1,0,0,"c(-0.17977, 51.51348)"
london,398,398,398,"Holland Park, Kensington",NA,2,30,0,30,2014-02-19T18:15:01Z,2019-09-04T15:26:02Z,2019-09-04 13:44:02,NA,1,0,0,"c(-0.200742, 51.502319)"
